id_usuario,tipo_usuario,estrato,barrio,estado
756,Residencial,2.0,Norte,Activo
757,Residencial,5.0,Oriente,Activo
758,Residencial,6.0,Occidente,Activo
759,Comercial,,Sur,Activo
760,Industrial,,Sur,Activo
761,Residencial,5.0,Occidente,Activo
762,Residencial,4.0,Sur,Activo
763,Residencial,1.0,Sur,Activo
764,Residencial,6.0,Norte,Activo
765,Comercial,,Occidente,Activo
766,Residencial,6.0,Occidente,Activo
767,Residencial,1.0,Sur,Activo
768,Comercial,,Sur,Activo
769,Residencial,6.0,Norte,Activo
770,Residencial,5.0,Norte,Activo
771,Residencial,1.0,Sur,Activo
772,Residencial,1.0,Norte,Activo
773,Industrial,,Sur,Activo
774,Residencial,2.0,Norte,Activo
775,Comercial,,Norte,Activo
776,Industrial,,Centro,Activo
777,Industrial,,Occidente,Activo
778,Residencial,1.0,Oriente,Activo
779,Residencial,1.0,Centro,Activo
780,Residencial,6.0,Norte,Activo
781,Comercial,,Oriente,Activo
782,Residencial,6.0,Occidente,Activo
783,Residencial,3.0,Norte,Activo
784,Residencial,5.0,Sur,Activo
785,Residencial,6.0,Oriente,Activo
786,Residencial,1.0,Centro,Activo
787,Residencial,5.0,Centro,Activo
788,Industrial,,Norte,Activo
789,Comercial,,Oriente,Activo
790,Comercial,,Norte,Activo
791,Residencial,1.0,Sur,Activo
792,Residencial,5.0,Occidente,Activo
793,Residencial,3.0,Centro,Activo
794,Residencial,3.0,Centro,Activo
795,Comercial,,Oriente,Activo
796,Residencial,3.0,Oriente,Activo
797,Residencial,6.0,Oriente,Activo
798,Comercial,,Norte,Activo
799,Comercial,,Oriente,Activo
